headline,published_at,url,ticker,date
"Dow Jones Futures: Iran Responds To U.S. Deal Offer, Trump-Xi Summit Ahead; Apple, Nvidia, Boeing In Buy Areas",2026-05-10 17:17:02+00:00,https://finance.yahoo.com/m/43e846fc-d46c-369d-9e19-8d3e1dfaa28f/dow-jones-futures%3A-iran.html?.tsrc=rss,AAPL,2026-05-10
Is It Too Late to Buy Apple Stock?,2026-05-10 16:02:00+00:00,https://www.fool.com/investing/2026/05/10/is-it-too-late-to-buy-apple-stock/?.tsrc=rss,AAPL,2026-05-10
MONECO Advisors Loads Up on This Defined-Maturity Bond ETF -- Here's Why It Matters,2026-05-10 15:38:01+00:00,https://www.fool.com/coverage/filings/2026/05/10/moneco-advisors-loads-up-on-this-defined-maturity-bond-etf-here-s-why-it-matters/?.tsrc=rss,AAPL,2026-05-10
AI Wins Have Alphabet Poised to Become World’s Biggest Company,2026-05-10 13:00:07+00:00,https://finance.yahoo.com/markets/stocks/articles/ai-wins-alphabet-poised-become-130007285.html?.tsrc=rss,AAPL,2026-05-10
"New York Times: More Than Just News, But Is the Valuation Good Enough?",2026-05-10 12:48:32+00:00,https://finance.yahoo.com/markets/stocks/articles/york-times-more-just-news-124832865.html?.tsrc=rss,AAPL,2026-05-10
Markets 'love chasing bottlenecks': Wall Street weighs epic run in AI stocks,2026-05-10 10:42:48+00:00,https://finance.yahoo.com/markets/article/markets-love-chasing-bottlenecks-wall-street-weighs-epic-run-in-ai-stocks-104248168.html?.tsrc=rss,AAPL,2026-05-10
The $1 trillion club's new members are powering the AI boom: Chart of the Day,2026-05-10 10:42:34+00:00,https://finance.yahoo.com/markets/article/the-1-trillion-clubs-new-members-are-powering-the-ai-boom-chart-of-the-day-104234629.html?.tsrc=rss,AAPL,2026-05-10
Is Apple Stock Back in Style?,2026-05-10 09:31:00+00:00,https://www.fool.com/investing/2026/05/10/is-apple-stock-back-in-style/?.tsrc=rss,AAPL,2026-05-10
The Best Tech Stocks Under $20 to Buy in 2026,2026-05-10 07:02:00+00:00,https://www.fool.com/investing/2026/05/10/the-best-tech-stocks-under-20-to-buy-in-2026/?.tsrc=rss,AAPL,2026-05-10
Paul Tudor Jones Warns Trump-Era Market Boom Could End in a 35% Crash. Here’s Why He’s Still Buying Stocks,2026-05-09 22:10:57+00:00,https://247wallst.com/investing/2026/05/09/paul-tudor-jones-warns-trump-era-market-boom-could-end-in-a-35-crash-heres-why-hes-still-buying-stocks/?.tsrc=rss,AAPL,2026-05-09
Is Intel Stock the Next Nvidia?,2026-05-09 19:31:00+00:00,https://www.fool.com/investing/2026/05/09/is-intel-stock-the-next-nvidia/?.tsrc=rss,AAPL,2026-05-09
Apple dominated the 2026 chip war. Google’s partners are left to buy scraps,2026-05-09 17:27:28+00:00,https://247wallst.com/investing/2026/05/09/apple-dominated-the-2026-chip-war-googles-partners-are-left-to-buy-scraps/?.tsrc=rss,AAPL,2026-05-09
Apple Intel Chip Deal Reshapes Supply Chain And Valuation Debate,2026-05-09 17:11:16+00:00,https://finance.yahoo.com/markets/stocks/articles/apple-intel-chip-deal-reshapes-171116074.html?.tsrc=rss,AAPL,2026-05-09
1 Reason You'll Regret Not Buying Apple Stock Now,2026-05-09 17:05:00+00:00,https://www.fool.com/investing/2026/05/09/1-reason-youll-regret-not-buying-apple-stock-now/?.tsrc=rss,AAPL,2026-05-09
Energy Fund Yielding 7% and Up 14% in a Year Still Wasn’t Enough to Stop This $3 Million Exit,2026-05-09 16:35:38+00:00,https://www.fool.com/coverage/filings/2026/05/09/energy-fund-yielding-7-and-up-14-in-a-year-still-wasn-t-enough-to-stop-this-usd3-million-exit/?.tsrc=rss,AAPL,2026-05-09
Why a Major Investor Dumped $32 Million of This 7.2% Yielding Closed-End Fund,2026-05-09 15:59:50+00:00,https://www.fool.com/coverage/filings/2026/05/09/why-a-major-investor-dumped-usd32-million-of-this-7-2-yielding-closed-end-fund/?.tsrc=rss,AAPL,2026-05-09
Warren Buffett's McLane makes major bet on driverless big rigs,2026-05-09 14:07:00+00:00,https://www.thestreet.com/investing/warren-buffetts-mclane-makes-major-bet-on-driverless-big-rigs?.tsrc=rss,AAPL,2026-05-09
Earnings Bonanza That Trounced Forecasts Fuels Record Stocks Run,2026-05-09 13:00:00+00:00,https://finance.yahoo.com/markets/stocks/articles/earnings-bonanza-trounced-forecasts-fuels-130000610.html?.tsrc=rss,AAPL,2026-05-09
The Nasdaq's top winners are now running hotter than in 2000: Chart of the Day,2026-05-09 12:27:15+00:00,https://finance.yahoo.com/markets/article/the-nasdaqs-top-winners-are-now-running-hotter-than-in-2000-chart-of-the-day-122715863.html?.tsrc=rss,AAPL,2026-05-09
This $2.9 billion fund has paid distributions for 26 straight years,2026-05-09 11:33:48+00:00,https://247wallst.com/investing/2026/05/09/this-2-9-billion-fund-has-paid-distributions-for-26-straight-years/?.tsrc=rss,AAPL,2026-05-09
Tesla recalls every Cybertruck RWD ever sold — all 173 of them — because the wheels could fall off,2026-05-10 14:05:00+00:00,https://finance.yahoo.com/markets/stocks/articles/tesla-recalls-every-cybertruck-rwd-140500699.html?.tsrc=rss,TSLA,2026-05-10
Tesla (TSLA): Top 10 Battery Technology Stock To Buy,2026-05-10 09:04:59+00:00,https://finance.yahoo.com/markets/stocks/articles/tesla-tsla-top-10-battery-090459780.html?.tsrc=rss,TSLA,2026-05-10
"Stock-Split Follow-Up: How Nvidia, Alphabet, Amazon, Netflix, and Tesla Have Performed Since Their Historic Splits",2026-05-10 08:25:00+00:00,https://www.fool.com/investing/2026/05/10/stock-split-follow-up-how-nvidia-alphabet-perform/?.tsrc=rss,TSLA,2026-05-10
Wedbush sends blunt message on Elon Musk's Tesla and Intel deal,2026-05-10 01:37:00+00:00,https://www.thestreet.com/technology/wedbush-sends-blunt-message-on-elon-musks-tesla-and-intel-deal?.tsrc=rss,TSLA,2026-05-10
Tesla (TSLA) Is Up 7.9% After China EV Rebound and Terafab AI Chip Push - What's Changed,2026-05-09 22:15:33+00:00,https://finance.yahoo.com/markets/stocks/articles/tesla-tsla-7-9-china-221533960.html?.tsrc=rss,TSLA,2026-05-09
Is Cathie Wood Still Hopeful About Tesla (TSLA)?,2026-05-09 22:06:01+00:00,https://finance.yahoo.com/markets/stocks/articles/cathie-wood-still-hopeful-tesla-220601937.html?.tsrc=rss,TSLA,2026-05-09
"Elon Musk Says 'I Hope Civilization's Around in 100 Years' But If It Is, Expect It To Look Super Different With 10x's More Humanoid Robots Than Humans",2026-05-09 19:00:51+00:00,https://finance.yahoo.com/sectors/technology/articles/elon-musk-says-hope-civilizations-190051588.html?.tsrc=rss,TSLA,2026-05-09
Cathie Wood predicts 'voracious' appetite for 'volatile' SpaceX IPO,2026-05-09 14:30:00+00:00,https://www.thestreet.com/crypto/markets/cathie-wood-predicts-voracious-appetite-for-volatile-spacex-ipo?.tsrc=rss,TSLA,2026-05-09
"For Lucid Motors Stock, Robotaxis Are Now the Whole Story",2026-05-09 14:00:02+00:00,https://www.barchart.com/story/news/1827661/for-lucid-motors-stock-robotaxis-are-now-the-whole-story?.tsrc=rss,TSLA,2026-05-09
Bullish on Robotaxis? This Is the Stock To Buy (Hint: It's Not Tesla or Alphabet),2026-05-09 11:50:00+00:00,https://www.fool.com/investing/2026/05/09/bullish-on-robotaxis-this-is-the-stock-to-buy-hint/?.tsrc=rss,TSLA,2026-05-09
Is Tesla (TSLA) the Best Quality Stock to Buy and Hold for the Next 5 Years?,2026-05-09 10:14:02+00:00,https://finance.yahoo.com/markets/stocks/articles/tesla-tsla-best-quality-stock-101402026.html?.tsrc=rss,TSLA,2026-05-09
3 Monster Stocks to Hold for the Next 10 Years,2026-05-09 09:20:00+00:00,https://www.fool.com/investing/2026/05/09/3-monster-stocks-to-hold-for-the-next-10-years/?.tsrc=rss,TSLA,2026-05-09
Better EV Stock: Tesla vs. Rivian vs. Lucid,2026-05-09 09:05:00+00:00,https://www.fool.com/investing/2026/05/09/better-ev-stock-tesla-vs-rivian-vs-lucid/?.tsrc=rss,TSLA,2026-05-09
Federal judge rejects immediate approval of Elon Musk’s $1.5m SEC settlement,2026-05-09 01:54:35+00:00,https://finance.yahoo.com/markets/stocks/articles/federal-judge-rejects-immediate-approval-015435606.html?.tsrc=rss,TSLA,2026-05-09
Intel CEO Who Won Over Trump and Musk Now Needs a Breakthrough,2026-05-08 23:26:45+00:00,https://finance.yahoo.com/sectors/technology/articles/intel-ceo-won-over-trump-101511302.html?.tsrc=rss,TSLA,2026-05-08
Tesla’s Record Semi Order Tests Valuation And Freight Growth Expectations,2026-05-08 21:27:08+00:00,https://finance.yahoo.com/markets/stocks/articles/tesla-record-semi-order-tests-212708563.html?.tsrc=rss,TSLA,2026-05-08
"S&P 500 Posts Sixth Consecutive Weekly Gain, Hits Highs in Tech-Led Rise",2026-05-08 20:45:13+00:00,https://finance.yahoo.com/markets/stocks/articles/p-500-posts-sixth-consecutive-204513304.html?.tsrc=rss,TSLA,2026-05-08
What Toyota’s Earnings Say About Tesla Stock,2026-05-08 20:10:00+00:00,https://finance.yahoo.com/m/d830c5f6-7b0a-3117-b630-c65e4d8fd750/what-toyota%E2%80%99s-earnings-say.html?.tsrc=rss,TSLA,2026-05-08
Better Artificial Intelligence (AI) Stock: Alphabet or Microsoft,2026-05-10 17:50:00+00:00,https://www.fool.com/investing/2026/05/10/better-artificial-intelligence-ai-stock-alphabet-o/?.tsrc=rss,MSFT,2026-05-10
NVIDIA’s Huang says AI will make intelligence a commodity for billions,2026-05-10 17:25:40+00:00,https://finance.yahoo.com/sectors/technology/articles/nvidia-huang-says-ai-intelligence-172540508.html?.tsrc=rss,MSFT,2026-05-10
Microsoft Faces Kenya Data Center Delay And China Patent Ruling Risk,2026-05-10 17:07:06+00:00,https://finance.yahoo.com/markets/stocks/articles/microsoft-faces-kenya-data-center-170706129.html?.tsrc=rss,MSFT,2026-05-10
Prediction: AI Infrastructure Stocks Will Crush the S&P 500 in 2026,2026-05-10 16:35:00+00:00,https://www.fool.com/investing/2026/05/10/prediction-ai-infrastructure-stocks-will-crush-the/?.tsrc=rss,MSFT,2026-05-10
Berkshire CEO has sobering message for tech stock investors,2026-05-10 16:33:00+00:00,https://www.thestreet.com/investing/berkshire-ceo-has-sobering-message-for-tech-stock-investors?.tsrc=rss,MSFT,2026-05-10
Should You Buy CoreWeave (CRWV) on Post-Earnings Dip?,2026-05-10 13:54:40+00:00,https://finance.yahoo.com/markets/stocks/articles/buy-coreweave-crwv-post-earnings-135440521.html?.tsrc=rss,MSFT,2026-05-10
"Microsoft’s African data center falters on payment demands, Bloomberg News reports",2026-05-10 13:47:25+00:00,https://finance.yahoo.com/sectors/technology/articles/microsoft-african-data-center-falters-134725398.html?.tsrc=rss,MSFT,2026-05-10
Microsoft’s African Data Center Falters on Payment Demands,2026-05-10 13:05:48+00:00,https://finance.yahoo.com/sectors/technology/articles/microsoft-african-data-center-falters-130548602.html?.tsrc=rss,MSFT,2026-05-10
The AI Threat Google Couldn’t Mount: Why This Expert Says Microsoft’s $70 Billion Cash Cow Is Vulnerable Now,2026-05-10 13:00:10+00:00,https://247wallst.com/investing/2026/05/10/the-ai-threat-google-couldnt-mount-why-this-expert-says-microsofts-70-billion-cash-cow-is-vulnerable-now/?.tsrc=rss,MSFT,2026-05-10
This Fund Just Disclosed a New $16 Million Bet on SLM Despite a 30% One-Year Slide,2026-05-10 12:14:01+00:00,https://www.fool.com/coverage/filings/2026/05/10/this-fund-just-disclosed-a-new-usd16-million-bet-on-slm-despite-a-30-one-year-slide/?.tsrc=rss,MSFT,2026-05-10
PayPal Ties BigCommerce And Ads ID To Broader Commerce Platform Push,2026-05-10 11:11:24+00:00,https://finance.yahoo.com/markets/stocks/articles/paypal-ties-bigcommerce-ads-id-111124923.html?.tsrc=rss,MSFT,2026-05-10
Nebius Group (NBIS) Is Up 14.6% After Nvidia-Funded AI Pivot and Major Cloud Deals - What's Changed,2026-05-10 09:08:09+00:00,https://finance.yahoo.com/markets/stocks/articles/nebius-group-nbis-14-6-090809742.html?.tsrc=rss,MSFT,2026-05-10
Nebius Group Recasts AI Future With Eigen AI Deal And Mega Partnerships,2026-05-10 08:08:57+00:00,https://finance.yahoo.com/markets/stocks/articles/nebius-group-recasts-ai-future-080857365.html?.tsrc=rss,MSFT,2026-05-10
Why Microsoft (MSFT) Is Turning Agent 365 Into an AI Control Plane,2026-05-10 06:32:24+00:00,https://finance.yahoo.com/sectors/technology/articles/why-microsoft-msft-turning-agent-063224000.html?.tsrc=rss,MSFT,2026-05-10
Why Microsoft (MSFT) Looks Deeply Embedded in Enterprise AI and Cloud Spending,2026-05-10 06:04:02+00:00,https://finance.yahoo.com/markets/stocks/articles/why-microsoft-msft-looks-deeply-060402682.html?.tsrc=rss,MSFT,2026-05-10
The Memory Shortage Is Coming for Big Tech's Bottom Line. This Company Will Hold Up Better Than Anyone Else.,2026-05-10 02:20:00+00:00,https://www.fool.com/investing/2026/05/09/the-memory-shortage-is-coming-for-big-techs-bottom/?.tsrc=rss,MSFT,2026-05-10
[Yeahmobi Insight] One in Six People Now Uses AI: A Turning Point for Global Advertising Strategies,2026-05-10 02:00:00+00:00,https://finance.yahoo.com/sectors/technology/articles/yeahmobi-insight-one-six-people-020000860.html?.tsrc=rss,MSFT,2026-05-10
