date,close,high,low,open,volume,ticker
2025-01-02,242.3019256591797,247.51859606258614,240.28481431614935,247.34966196417784,55740700,AAPL
2025-01-03,241.8150177001953,242.6298040057451,240.3543488544026,241.8150177001953,40244100,AAPL
2025-01-06,243.4446258544922,245.7598357483754,241.6560500607284,242.75900387005615,45045600,AAPL
2025-01-07,240.67234802246094,243.9911405526811,239.81780708502322,241.4374487975533,40856000,AAPL
2025-01-08,241.15921020507812,242.16280789951685,238.52603985831155,240.3841632667122,37628900,AAPL
2025-01-10,235.3463592529297,238.63534322792128,231.52079498772144,238.48628640867517,61710900,AAPL
2025-01-13,232.9119110107422,233.18020116738663,228.26162915914,232.04743903723335,49630700,AAPL
2025-01-14,231.79901123046875,234.62097773623856,230.9941559742804,233.2596800887061,39435300,AAPL
2025-01-15,236.35989379882812,237.4429855317883,232.94172997653553,233.1504034772107,39832000,AAPL
2025-01-16,226.81088256835938,236.49898454969573,226.58234697208553,235.84318609247865,71759100,AAPL
2025-01-17,228.51995849609375,230.81529094249188,227.0294813062853,230.64637201374376,68488300,AAPL
2025-01-21,221.22657775878906,222.99527628303537,217.9872792040061,222.57794445660952,98070400,AAPL
2025-01-22,222.4090118408203,222.6971640978084,218.39465138442915,218.39465138442915,64126500,AAPL
2025-01-23,222.24009704589844,225.58869773276695,220.88873040600683,223.3132424800993,60234800,AAPL
2025-01-24,221.3656768798828,224.19758968028435,220.00437919561992,223.35297985225768,54697900,AAPL
2025-01-27,228.40072631835938,230.67618150163648,222.5580508531902,222.5978054024586,94863400,AAPL
2025-01-28,236.7473907470703,238.66514594376807,229.3446904229109,229.38444497187513,75707600,AAPL
2025-01-29,237.8404083251953,238.33723404319062,232.52436707787834,232.63366934231402,45486100,AAPL
2025-01-30,236.08168029785156,239.26136238940995,235.70410299948912,237.15482584661257,55658300,AAPL
2025-01-31,234.5017547607422,245.62071750771995,231.95800933839706,245.62071750771995,100959800,AAPL
2025-02-03,226.56248474121094,230.35824094469035,224.2671520837408,228.52992572925916,73063300,AAPL
2025-02-04,231.3220672607422,231.64997406812495,225.21110156992967,225.80729852188347,45067300,AAPL
2025-02-05,230.99417114257812,231.19289841511937,226.82083777153602,227.0791817096477,39620300,AAPL
2025-02-06,231.7394256591797,232.31574540236795,228.96712922491054,229.8216702010973,29925300,AAPL
2025-02-07,226.18490600585938,232.5144614947352,225.81724462416,231.12335539671392,39707200,AAPL
2025-02-10,226.45346069335938,229.378010419489,226.00582893863492,228.36338248973718,33115600,AAPL
2025-02-11,231.3973388671875,233.99362125199642,226.93094812871882,227.000572314181,53718400,AAPL
2025-02-12,235.625,235.71453849328682,229.4675323792709,229.98480349517558,45243300,AAPL
2025-02-13,240.26052856445312,241.06626881430705,234.33186254170715,235.66481592241834,53614100,AAPL
2025-02-14,243.31439208984375,244.25939586817944,239.72336558929686,239.981993568851,40896200,AAPL
2025-02-18,243.18507385253906,243.8913336127375,240.56889220053384,242.86674847770814,48822500,AAPL
2025-02-19,243.58297729492188,244.71698493563778,241.88197342314302,243.37408953874765,32204200,AAPL
2025-02-20,244.5379180908203,245.4829218502696,243.00600383864503,243.65259654249155,32316900,AAPL
2025-02-21,244.2593994140625,247.38289505871285,243.93113206298463,244.65729095432025,53197400,AAPL
2025-02-24,245.80125427246094,247.55199828948733,243.1353323966777,243.64264638435856,51326400,AAPL
2025-02-25,245.74154663085938,248.68599549611233,243.62275227067275,246.69650753214344,48013300,AAPL
2025-02-26,239.0966796875,243.69239232640413,237.87314875998453,243.04581476744292,44433600,AAPL
2025-02-27,236.05274963378906,241.1856322165831,235.81400561415145,238.15166004001364,41153600,AAPL
2025-02-28,240.5688934326172,240.8175794410065,228.9900734891547,235.70459571566596,56833400,AAPL
2025-03-03,236.77891540527344,242.74737946323825,234.8690087281554,240.51914741730602,47184000,AAPL
2025-03-04,234.68995666503906,238.80821160759587,233.4465266012979,236.46061504010896,53798100,AAPL
2025-03-05,234.50094604492188,235.30668622205877,228.02515316620742,234.18262069274581,47227600,AAPL
2025-03-06,234.09310913085938,236.60981025581015,231.93451645578955,233.20778757123546,45170400,AAPL
2025-03-07,237.81346130371094,240.10136041796665,233.5261018066448,233.87426828677374,46273600,AAPL
2025-03-10,226.2843780517578,234.9187645202326,223.04151782981955,234.30201287196223,72071200,AAPL
2025-03-11,219.67926025390625,224.65298022983382,216.30707871737093,222.63365113389432,76137400,AAPL
2025-03-12,215.8395538330078,220.58448707211764,213.7804415985268,218.98294858814833,62547500,AAPL
2025-03-13,208.57791137695312,215.70028194858565,207.3245394208188,214.81496040955514,61368300,AAPL
2025-03-14,212.36790466308594,212.8254784087618,208.4784519318959,210.13967261110687,60107600,AAPL
2025-03-17,212.87521362304688,214.0888025037831,208.8663965620962,212.18883784213668,48073400,AAPL
2025-03-18,211.5720977783203,214.01915944879542,210.37840804794794,213.03437263106773,42432400,AAPL
2025-03-19,214.10870361328125,217.6101915579757,212.6265295918345,213.0940604852241,54385400,AAPL
2025-03-20,212.97470092773438,216.3468825511506,211.10457731145533,212.86527847830126,48862900,AAPL
2025-03-21,217.12278747558594,217.68978368973626,210.16952111998106,210.44804823896536,94127800,AAPL
2025-03-24,219.56985473632812,220.31591279023903,217.43116105321957,219.83843988574125,44299500,AAPL
2025-03-25,222.573974609375,222.92214108802088,218.92326587520165,219.6096416779903,34493600,AAPL
2025-03-26,220.3656463623047,223.83730853242594,219.3112201065871,222.33523531503357,34466100,AAPL
2025-03-27,222.6734619140625,223.80746952519274,219.40074548587612,220.2263848697343,37094800,AAPL
2025-03-28,216.75469970703125,222.63364006926244,216.5358548246797,220.50488863250547,39818600,AAPL
2025-03-31,220.96249389648438,224.43414081005062,215.09349507460487,215.86939419548492,65299300,AAPL
2025-04-01,222.0169219970703,222.50433685640354,217.749461617725,218.65468232589998,36412700,AAPL
2025-04-02,222.71322631835938,224.0063965120705,219.85831598824518,220.15674221426906,35905900,AAPL
2025-04-03,202.12203979492188,206.39944211542388,200.19223396809613,204.4596791341039,103419000,AAPL
2025-04-04,187.38987731933594,198.82943318150367,186.3553350717911,192.87091122900438,125910900,AAPL
2025-04-07,180.50625610351562,193.12954493623218,173.70219548773406,176.26863687444822,160466300,AAPL
2025-04-08,171.51376342773438,189.33957458197378,168.32064359895526,185.71870692843436,120859500,AAPL
2025-04-09,197.80484008789062,199.55558397169528,170.9865365771085,171.04621878540135,184395900,AAPL
2025-04-10,189.41917419433594,193.75625918037224,182.0381746186605,188.07627873463142,121880000,AAPL
2025-04-11,197.10850524902344,198.4911987157403,185.08205468111316,185.12185293864357,87435900,AAPL
2025-04-14,201.45553588867188,211.82076535143517,200.10268359760292,210.3286495235762,101352900,AAPL
2025-04-15,201.07754516601562,202.44033954558066,198.74984792281177,200.7990180691496,51343900,AAPL
2025-04-16,193.24891662597656,199.64511311117855,191.35889396287376,197.31741584829123,59732400,AAPL
2025-04-17,195.94467163085938,197.78495412822454,193.39812938355274,196.16351652823,52164700,AAPL
2025-04-21,192.14476013183594,192.78139570274652,188.8123615658979,192.25418258208256,46742500,AAPL
2025-04-22,198.690185546875,200.53045296496776,194.93999616163734,195.0892017003565,52976400,AAPL
2025-04-23,203.5246124267578,206.90673568869565,201.7340703321958,204.91724784553512,52929200,AAPL
2025-04-24,207.2747802734375,207.73236914311858,201.87332821636014,203.81307577336062,47311000,AAPL
2025-04-25,208.18002319335938,208.6475540878433,205.1162098506388,205.28531450927932,38222300,AAPL
2025-04-28,209.0355224609375,210.38837503045187,206.36961558551846,208.89625889548412,38743100,AAPL
2025-04-29,210.09986877441406,211.1244537916441,207.27478452266,207.59310986089218,36827600,AAPL
2025-04-30,211.38308715820312,212.45741243436711,205.58372816909105,208.19990958730307,52286500,AAPL
2025-05-01,212.1988067626953,213.43227966302132,207.80202473083082,207.98108655162656,57365700,AAPL
2025-05-02,204.27069091796875,205.9020705063368,201.09745506032002,205.0067917796952,101010600,AAPL
2025-05-05,197.8446502685547,203.0272736250085,197.1682315771274,202.03252954096354,69018500,AAPL
2025-05-06,197.4666290283203,199.59538061408486,195.98447015970467,197.1682179665783,51216500,AAPL
2025-05-07,195.21852111816406,198.3917570874617,192.23428894820486,198.12317194216024,68536700,AAPL
2025-05-08,196.45199584960938,198.99853803284546,193.65675249053749,196.68078271707188,50478900,AAPL
2025-05-09,197.4865264892578,199.48595647897335,196.50172445806652,197.95405738682032,36453900,AAPL
2025-05-12,209.95704650878906,210.435160708662,205.93301745006437,210.13634313336473,63775800,AAPL
2025-05-13,212.08859252929688,212.55673652410627,208.17412935394688,209.59847136477597,51909300,AAPL
2025-05-14,211.490966796875,213.09460539099953,209.7478820292828,211.5905625216416,49325800,AAPL
2025-05-15,210.61444091796875,212.11848379882832,208.71198473801002,210.11641669484823,45029500,AAPL
2025-05-16,210.42518615722656,211.73002236916358,208.9410837213976,211.52084551122164,54737900,AAPL
2025-05-19,207.95498657226562,208.65221742207615,203.45284348728632,207.08842931596485,46140500,AAPL
2025-05-20,206.04258728027344,207.64622592622177,204.2198167548668,206.84938410987283,42496600,AAPL
2025-05-21,201.2914276123047,206.22186440009241,199.91689108628387,204.3592586621154,59211800,AAPL
2025-05-22,200.5643310546875,201.94883789272,198.91088686006037,199.91690559460176,46742400,AAPL
2025-05-23,194.49839782714844,196.9187884239126,192.69555244631704,192.9047141233614,78432900,AAPL
2025-05-27,199.4188690185547,199.94677348688452,196.64984031499387,197.51641281084125,56288500,AAPL
2025-05-28,199.62802124023438,201.92889064401075,199.1100718095576,199.79734764673603,45339700,AAPL
2025-05-29,199.15988159179688,203.0046291598645,197.72556941325453,202.77554227533128,51396800,AAPL
2025-05-30,200.05633544921875,201.1619498266407,196.00241099917397,198.5821728136608,70819900,AAPL
2025-06-02,200.90296936035156,201.33127809714276,199.32921098525782,199.488582384924,35423300,AAPL
2025-06-03,202.46678161621094,202.96480586317466,200.16591202699755,200.55437033168948,46381600,AAPL
2025-06-04,202.01853942871094,205.42502305946414,201.30138338029005,202.10818013514051,43604000,AAPL
2025-06-05,199.8372039794922,203.94091870107042,199.35908978394463,202.69585814733983,55126100,AAPL
2025-06-06,203.1142120361328,204.887177182899,201.25160617035465,202.19784922307906,46607700,AAPL
2025-06-09,200.65396118164062,205.18598475848052,199.22961916524454,203.58234611432158,72862600,AAPL
2025-06-10,201.869140625,203.54250994980842,199.77744796710627,199.8073282051838,54672600,AAPL
2025-06-11,197.99452209472656,203.69192080198684,197.62598900862739,202.6958722895077,60989900,AAPL
2025-06-12,198.41285705566406,198.890956077424,196.58013147350607,198.29333609984755,43904600,AAPL
2025-06-13,195.6737060546875,199.57821397711425,194.92666975119658,198.94074360607502,51447300,AAPL
2025-06-16,197.63592529296875,197.90486262143017,195.78327462738756,196.52035592822918,43020700,AAPL
2025-06-17,194.86692810058594,197.6060614779548,194.43863454049264,196.4207613301707,38856200,AAPL
2025-06-18,195.80320739746094,196.7893008408277,194.2991796996429,195.16573699325735,45394700,AAPL
2025-06-20,200.20574951171875,200.90298042554332,196.08210930882012,197.45666110928434,96813500,AAPL
2025-06-23,200.70376586914062,201.50060768152076,198.17380945321412,200.83325703321927,55814300,AAPL
2025-06-24,199.5084991455078,202.63609053842802,199.40888822531906,201.78944331230142,54064000,AAPL
2025-06-25,200.76351928710938,202.8651820841085,199.82723133036671,200.65395335177794,39525700,AAPL
2025-06-26,200.20574951171875,201.8392684520338,198.67184150130464,200.63404307360597,50799100,AAPL
2025-06-27,200.28543090820312,202.41697405518968,199.20969672208463,201.09222774816857,73188600,AAPL
2025-06-30,204.3592529296875,206.57048164253425,198.4726031076903,201.211736268348,91912800,AAPL
2025-07-01,206.99879455566406,209.35942450018746,205.3254252695324,205.85332972802502,78788900,AAPL
2025-07-02,211.6005401611328,212.49697770796604,207.31752868499885,208.08449026524102,67941800,AAPL
2025-07-03,212.70614624023438,213.8017903991559,210.97301649264048,211.31166931275297,34955800,AAPL
2025-07-07,209.120361328125,215.37554414763466,207.97491173225177,211.8395692407974,50229000,AAPL
2025-07-08,209.1801300048828,210.59451698338924,207.6262968509882,209.26978591644843,42848900,AAPL
2025-07-09,210.3056640625,210.49491569520316,206.40115605631001,208.70202548866368,48749400,AAPL
2025-07-10,211.57066345214844,212.63642743345136,209.2000631819418,209.67816220166208,44443600,AAPL
2025-07-11,210.32559204101562,211.29176024279,209.03072603053,209.73792710960444,39765800,AAPL
2025-07-14,207.79563903808594,210.0765986782557,206.71990480407712,209.10046017794556,38840100,AAPL
2025-07-15,208.28369140625,211.05270487364396,208.09443976951917,208.39325734338402,42296300,AAPL
2025-07-16,209.3295440673828,211.5606828488181,207.8155461810567,209.4689902412225,47490500,AAPL
2025-07-17,209.1901092529297,210.9630743588066,208.7618004967043,209.7379389650813,48068100,AAPL
2025-07-18,210.3455047607422,210.95309492429405,208.87135730762196,210.0367321724359,48974600,AAPL
2025-07-21,211.640380859375,214.92734394651046,210.79374875413163,211.26189276464606,51377400,AAPL
2025-07-22,213.55279541015625,214.1006251327807,211.39137195770533,212.29777975345726,46404100,AAPL
2025-07-23,213.30377197265625,214.29982043425818,211.57065737650467,214.15041924441525,46989300,AAPL
2025-07-24,212.9153289794922,214.83771055173221,212.68624207244096,213.05477516619655,46022600,AAPL
2025-07-25,213.03485107421875,214.38947759784276,212.5567368669443,213.85160291428238,40268800,AAPL
2025-07-28,213.20416259765625,214.00100435562788,212.21806921233596,213.18423737412155,37858000,AAPL
2025-07-29,210.43515014648438,213.96115480223384,209.9869314052821,213.33363944545516,51411700,AAPL
2025-07-30,208.2239227294922,211.55072076453234,206.89917652304968,211.06265157316113,45512500,AAPL
2025-07-31,206.74978637695312,209.01080544085684,206.3414028602417,207.66614913739534,80698400,AAPL
2025-08-01,201.58029174804688,212.73603143542957,200.7037642416869,210.03673342752194,104434500,AAPL
2025-08-04,202.5464630126953,207.0585613783641,200.88304868853191,203.70186769022786,75109300,AAPL
2025-08-05,202.11814880371094,204.52858421879685,201.36115745633876,202.59624780213056,44155100,AAPL
2025-08-06,212.40733337402344,214.52892145014,204.77759854868273,204.81744899810374,108483100,AAPL
2025-08-07,219.16053771972656,219.97730473834642,215.7241736307253,218.01508808955717,90224800,AAPL
2025-08-08,228.4437255859375,230.08719950298993,218.38362983130105,219.95738825778145,113854000,AAPL
2025-08-11,226.5391082763672,228.91239906441297,224.1259370249458,227.2770261826339,61806100,AAPL
2025-08-12,229.0021209716797,230.14888579943394,226.429412881848,227.36674823663387,55626200,AAPL
2025-08-13,232.6717529296875,234.33703985510917,229.77992501054072,230.4181341091737,69878500,AAPL
2025-08-14,232.12330627441406,234.4567012802976,230.19875827485632,233.39969406647393,51916300,AAPL
2025-08-15,230.9366455078125,233.6190590405621,228.69299310222902,233.33985018068216,56038700,AAPL
2025-08-18,230.23861694335938,232.4623214496413,229.46081868168693,231.04632935234682,37476200,AAPL
2025-08-19,229.90956115722656,232.2130419457167,228.70298322789472,230.62753117126795,39402600,AAPL
2025-08-20,225.3723907470703,229.81981519856654,225.13307755654054,229.33119207499826,42263900,AAPL
2025-08-21,224.26551818847656,225.88095827873425,223.14868274098328,225.63166356522294,30621200,AAPL
2025-08-22,227.11746215820312,228.44371192910324,224.77410085849388,225.53195134940427,42477800,AAPL
2025-08-25,226.5191650390625,228.65312729963858,225.59178073979155,225.84107546750252,30983100,AAPL
2025-08-26,228.6630859375,228.84258604761433,224.05612439304167,226.22996704217394,54575100,AAPL
2025-08-27,229.8397674560547,230.24859923631865,227.6160475796746,227.96506627689797,31259500,AAPL
2025-08-28,231.9039306640625,232.75153884501827,228.69301327644948,230.16884905542523,38074700,AAPL
2025-08-29,231.485107421875,232.7216147258446,230.71727541448905,231.85405874294378,39418400,AAPL
2025-09-02,229.0719451904297,230.19876225122124,226.32970313085187,228.6032698757151,44075600,AAPL
2025-09-03,237.79725646972656,238.17618932549604,233.69885053091846,236.5408165177042,66427800,AAPL
2025-09-04,239.1035614013672,239.2232180033205,236.07214416452067,237.77731160532718,47549400,AAPL
2025-09-05,239.0137939453125,240.63920029193574,237.81718240373485,239.32291694518142,54870400,AAPL
2025-09-08,237.2089080810547,239.47249309970456,235.67324414176576,238.62490021245955,48999500,AAPL
2025-09-09,233.68887329101562,238.1063683630383,232.70166073618753,236.33139119913957,66313900,AAPL
2025-09-10,226.1501922607422,231.76431424305812,225.31256565050364,231.53496736029473,83440800,AAPL
2025-09-11,229.3810577392578,229.7998710451417,226.010588238333,226.23995033725743,50208600,AAPL
2025-09-12,233.40968322753906,233.84842918261825,228.373926506362,228.57335925244223,55824200,AAPL
2025-09-15,236.0322265625,237.5180285002954,234.3669397384463,236.33138325533858,42699500,AAPL
2025-09-16,237.4781494140625,240.53949594661788,235.65332541334,236.51088466190768,63421100,AAPL
2025-09-17,238.3157958984375,239.42266510979977,237.05934071942244,238.2958480596019,46508000,AAPL
2025-09-18,237.2089080810547,240.51953392817583,235.98236714862816,239.2930082114909,44249600,AAPL
2025-09-19,244.8074188232422,245.60516498271895,239.53234916144805,240.5494606794321,163741300,AAPL
2025-09-22,255.35755920410156,255.9160073848096,247.42002368458668,247.5995237986898,105517400,AAPL
2025-09-23,253.71221923828125,256.6140134777918,252.86462630601793,255.15814081026073,60275200,AAPL
2025-09-24,251.59820556640625,255.01853710208397,250.33178410429736,254.49999981420794,42303700,AAPL
2025-09-25,256.14532470703125,256.4444966190252,250.99989343760635,252.49566170312627,55202100,AAPL
2025-09-26,254.73931884765625,256.87328100426123,253.06405044687503,253.38315498635407,46076300,AAPL
2025-09-29,253.71221923828125,254.28061851263055,252.29622703166862,253.84185736381545,40127700,AAPL
2025-09-30,253.9116668701172,255.1980209495745,252.39595068950493,254.1410137555297,37704300,AAPL
2025-10-01,254.72933959960938,258.0599285933123,254.21080232618834,254.32049261064776,48713900,AAPL
2025-10-02,256.40460205078125,257.45162766856953,253.43299812845933,255.85613542550084,42630200,AAPL
2025-10-03,257.2920837402344,258.5086431914624,253.23357360959045,253.9515436206674,49155600,AAPL
2025-10-06,255.9658660888672,258.339156849437,254.33049322602108,257.262186546101,44664100,AAPL
2025-10-07,255.75643920898438,256.67382669789566,254.70938317067183,256.0854948355218,31955800,AAPL
2025-10-08,257.33197021484375,257.7906639625656,255.3874592951906,255.7963062732735,36496900,AAPL
2025-10-09,253.32330322265625,257.27213808351553,252.42584836214985,257.08267167133846,38322000,AAPL
2025-10-10,244.57806396484375,255.6567217403356,243.3116425485481,254.2207817432353,61999100,AAPL
2025-10-13,246.96133422851562,248.98560621270488,244.86725241658198,248.67648318296307,38142900,AAPL
2025-10-14,247.07101440429688,248.14796941642882,244.00966795095763,245.90431694508948,35478000,AAPL
2025-10-15,248.63656616210938,251.1095806192417,246.77184661648403,248.78615211625979,33893600,AAPL
2025-10-16,246.7519073486328,248.33741809379524,244.43846029169785,247.54965348458146,39777000,AAPL
2025-10-17,251.5782470703125,252.66518358811555,246.57242016484557,247.3203043073955,49147000,AAPL
2025-10-20,261.50018310546875,263.63416054313814,254.90884523128253,255.168106265739,90483000,AAPL
2025-10-21,262.0286865234375,264.5415968076956,261.0913359303388,261.141213133835,46695900,AAPL
2025-10-22,257.72088623046875,262.1084670888602,254.70938662410154,261.9090191460537,45015300,AAPL
2025-10-23,258.84765625,259.8847307097371,257.2821086816683,259.2066564378435,32754900,AAPL
2025-10-24,262.07855224609375,263.3848541030092,258.44880663072195,260.4531458541269,38253700,AAPL
2025-10-27,268.0516662597656,268.36078929414754,263.90339825112477,264.13276036080543,44888200,AAPL
2025-10-28,268.2411193847656,269.12862319727753,267.39351124836816,268.23113785786586,41534800,AAPL
2025-10-29,268.93914794921875,270.6443152614699,266.35642794866993,268.5203194424725,51086700,AAPL
2025-10-30,270.63433837890625,273.36662916750566,267.72259312931254,271.2226702585742,69886500,AAPL
2025-10-31,269.6072692871094,276.53767519933945,268.40069127196034,276.2085891024436,86167100,AAPL
2025-11-03,268.29095458984375,270.08589475979994,265.49886601188945,269.65711516237894,50194600,AAPL
2025-11-04,269.2781982421875,270.72408938596277,266.86501191822913,267.5730004152706,49274800,AAPL
2025-11-05,269.3779296875,270.9335263776032,266.17696342424256,267.8522167164328,43683100,AAPL
2025-11-06,269.0089416503906,272.6287059365568,267.1342708755924,267.1342708755924,51204000,AAPL
2025-11-07,267.7126159667969,271.5218466038475,266.0173996929098,269.03885049148494,48227400,AAPL
2025-11-10,268.93035888671875,273.22240319845355,266.96401085683,268.46122924118225,41312400,AAPL
2025-11-11,274.73956298828125,275.3983427074405,269.2996575494418,269.3096487524697,46208300,AAPL
2025-11-12,272.9628601074219,275.2186787593472,271.19615348009904,274.49002155435767,48398000,AAPL
2025-11-13,272.44384765625,276.1868935731559,271.5854266195937,273.6016697208788,49602800,AAPL
2025-11-14,271.9048156738281,275.44821996704485,269.10002929321837,270.54732197227213,47431300,AAPL
2025-11-17,266.9639892578125,269.98836893107386,265.237217022597,268.3214829895084,45018300,AAPL
2025-11-18,266.9440612792969,270.2079864201871,264.8279974843966,269.48932037088264,45677300,AAPL
2025-11-19,268.06195068359375,271.7051756343288,265.00762791735707,265.0375710636542,40424500,AAPL
2025-11-20,265.7562561035156,274.91922505965954,265.42688147061517,270.327749378444,45823600,AAPL
2025-11-21,270.98651123046875,272.8230952896135,265.17732758833057,265.4568071090486,59030800,AAPL
2025-11-24,275.4083251953125,276.4863089537433,270.397615191446,270.397615191446,65585800,AAPL
2025-11-25,276.4563903808594,279.8600705608694,274.73957871594786,274.75953066216096,46914200,AAPL
2025-11-26,277.0352783203125,279.01161742605893,276.1170014953278,276.44637611579356,33431400,AAPL
2025-11-28,278.3328857421875,278.4826014787427,275.4781737009374,276.7458380127342,20135600,AAPL
2025-12-01,282.57501220703125,282.89442609469603,275.62792768573877,277.4944549964911,46587700,AAPL
2025-12-02,285.6592712402344,286.86701880065203,282.10587559562896,282.47518456741903,53669500,AAPL
2025-12-03,283.623046875,288.0847586222564,282.77461708045536,285.6692634925469,43538700,AAPL
2025-12-04,280.179443359375,284.20196835267484,278.07334059490756,283.5731318378766,43989100,AAPL
2025-12-05,278.26300048828125,280.6186397013617,277.53434330937836,280.01974631085085,47265800,AAPL
2025-12-08,277.3746643066406,279.15136205700173,275.6378704438954,277.6142094762677,38211800,AAPL
2025-12-09,276.66595458984375,279.5106752769474,276.40645748061854,277.64414811825674,32193300,AAPL
2025-12-10,278.26300048828125,279.2312028389952,275.92734368017386,277.23491184461454,33038300,AAPL
2025-12-11,277.514404296875,279.07150890817053,273.3022288840155,278.5824273392719,33248000,AAPL
2025-12-12,277.7639465332031,278.70220580092337,276.30666253778065,277.38464634485007,39532900,AAPL
2025-12-15,273.6016540527344,279.63046152672615,272.33402020742307,279.63046152672615,50409100,AAPL
2025-12-16,274.1007385253906,274.9891026980292,271.2859911871425,272.3140798989353,37648600,AAPL
2025-12-17,271.33587646484375,275.6478724530811,271.13626563598973,274.50001118897205,50138700,AAPL
2025-12-18,271.68524169921875,273.12257373871984,266.4549687260805,273.1025913325419,51630700,AAPL
2025-12-19,273.1625061035156,274.09077415448866,269.399477884542,271.6453053723066,144632000,AAPL
2025-12-22,270.4674987792969,273.37210596231955,270.00836035897595,272.3539780142796,36571800,AAPL
2025-12-23,271.85491943359375,271.99467443806464,269.06012395403746,270.3377490962612,29642000,AAPL
2025-12-24,273.3022155761719,274.9192064044749,271.69521595033444,271.8349404799371,17910600,AAPL
